51305217712,ccc,281,194
51305230015,fge,65,212
51305230977,ece,188,131
51305250982,age,265,156
51305273076,edc,29,291
51305315742,gcg,15,210
51305317307,ege,222,221
51305330389,dgb,274,90
51305389371,geb,41,174
51305394905,fcd,8,128
51305414943,dga,181,78
51305473655,cac,84,22
51305482320,cfa,104,273
51305498692,agf,184,162
51305520946,ebc,119,41
51305545430,adg,71,13
51305553421,fce,232,211
51305596350,ded,106,256
51305611867,gac,291,255
51305663837,dae,175,152
51305692627,fde,96,119
51305702514,gda,146,218
51305706346,dfg,291,281
51305707098,cfc,255,162
51305717973,gfb,163,237
51305725280,cdg,52,51
51305730573,egd,208,82
51305730946,egc,87,184
51305733938,bdg,217,249
51305741464,ccd,89,246
51305747637,cff,260,23
51305758285,gbg,193,31
51305763541,acf,237,139
51305780607,dgf,58,24
51305791197,bcg,296,59
51305821581,eaf,154,225
51305824275,fcg,160,47
51305869473,bde,284,25
51305874076,fbc,156,66
51305880326,deb,8,246
51305922451,gdc,24,239
51305941515,aca,13,204
51305943657,abb,142,185
51306025061,gcb,278,218
51306064780,gcc,69,140
51306065343,fab,263,176
51306070623,gfc,26,140
51306093861,cad,109,286
51306100177,ebf,184,196
51306107015,ebe,246,53
51306127289,bbd,172,285
51306139476,gbd,27,119
51306150926,aeg,3,133
51306153172,edf,174,262
51306181723,afa,40,34
51306182980,ggb,266,291
51306188751,afg,275,231
51306228250,fee,218,26
51306231926,ffe,108,38
51306252567,dac,291,117
51306254848,aad,225,326
51306267358,gea,114,203
51306271584,bdd,230,42
51306281909,gfc,67,144
51306289390,fef,70,303
51306294540,afd,284,82
51306312848,dge,290,122
51306346919,ecg,256,308
51306354034,ecf,116,15
51306358728,fbg,249,171
51306363675,bgb,72,82
51306424327,ecd,15,44
51306439304,dfe,152,290
51306476139,fac,172,266
51306485305,cfb,44,116
51306496128,fga,161,184
51306502866,gad,64,266
51306510771,bba,220,203
51306520364,cec,240,182
51306521665,gac,63,260
51306534389,baa,68,163
51306534564,bbe,275,94
51306548143,dda,80,235
51306548326,cgc,54,219
51306555841,abe,111,167
51306586467,fae,233,202
51306608454,dgc,245,32
51306608641,fcf,117,231
51306650134,cdd,194,145
51306655825,faa,38,109
51306681605,bcd,238,260
51306693661,agg,185,62
51306695522,cde,166,259
51306697373,bfg,103,11
51306713546,dag,242,275
51306728228,gbf,47,341
51306752140,dba,291,210
51306760023,acc,129,29
51306762733,fgc,292,38
51306763982,geg,159,92
51306779592,fdd,95,247
51306799193,aca,296,234
51306803281,gda,45,233
51306817693,bfd,107,6
51306824574,dce,63,79
51306836502,cdf,130,67
51306883900,dfe,197,310
51306897268,gdf,63,277
51306925637,aba,109,74
51306932549,bef,51,236
51306943841,cba,279,288
51306948292,egb,288,109
51306988832,bfb,75,50
51306994179,dee,256,141
51307032450,fdf,270,279
51307042622,caa,45,29
51307054113,bea,42,33
51307077258,cbb,163,61
51307087756,gfe,36,150
51307098730,fbc,51,76
51307116717,dfd,141,298
51307123565,caf,261,215
51307135073,bcg,293,47
51307208185,bce,263,188
51307215127,dgf,281,23
51307217294,bgd,195,27
51307224965,dcf,183,138
51307225549,eeg,86,192
51307225873,gef,31,217
51307229990,fag,169,245
51307232358,ecd,73,43
51307239992,eda,272,226
51307244075,bdb,36,214
51307260715,dfb,7,233
51307279855,bea,57,30
51307286197,ffc,234,152
51307313560,deg,142,177
51307340654,bbg,93,97
51307365445,eec,184,292
51307369427,cgd,68,97
51307386862,cfg,266,177
51307393178,dfc,268,86
51307426679,dcc,155,158
51307428028,cbe,103,72
51307440964,eba,68,69
51307456685,ccb,150,224
51307478865,aed,100,119
51307494219,adf,218,220
51307507203,gee,81,278
51307507274,fce,224,189
51307533054,fba,175,195
51307537555,faa,202,111
51307565840,cgg,113,28
51307596076,bfd,188,7
51307600502,dgc,49,35
51307633707,ffb,94,295
51307634998,ded,166,238
51307646946,cgd,88,102
51307647610,acg,234,295
51307662335,bed,39,50
51307665513,eec,193,327
51307666621,gda,155,230
51307676466,cea,190,65
51307698092,aeb,81,192
51307720678,cab,121,22
51307727637,ddd,266,100
51307743426,fcc,190,35
51307769513,dbb,189,197
51307793860,aba,272,67
51307795729,ffa,2,105
51307836290,aae,61,133
51307838047,abc,186,210
51307880469,agc,233,186
51307888246,gcd,71,299
51307937998,fgg,43,11
51307946563,bdb,110,222
51307952128,ada,267,44
51307987220,dea,30,54
51307991312,ccf,250,18
51308000796,dfe,36,288
51308006614,dbf,51,60
51308042549,fcd,140,148
51308043203,gbf,34,272
51308058263,efd,174,242
51308067549,egg,286,256
51308079622,cbd,207,163
51308104366,gdb,34,89
51308125421,cga,122,118
51308131058,ace,194,102
51308139865,fea,226,170
51308147280,bfe,18,131
51308151198,gfa,16,122
51308160575,fda,130,182
51308170666,fed,7,18
51308179079,agb,221,121
51308179836,eeb,52,187
51308193144,ddb,120,107
51308196755,cgd,11,108
51308204313,bfa,205,266
51308205770,gge,73,101
51308207154,gad,54,260
51308207926,bcg,292,50
51308211274,ffg,102,119
51308212538,cgc,244,249
51308217976,cbf,62,259
51308236091,fdc,60,143
51308256844,gfg,13,297
51308261189,bge,270,223
51308275576,dad,101,223
51308289841,fba,287,224
51308303124,fad,255,248
51308306150,cca,74,124
51308313359,aff,147,46
51308334186,adc,126,18
51308343166,afb,138,214
51308344119,dff,239,161
51308376455,cbg,115,120
51308385862,fbb,89,61
51308388444,dbe,97,36
51308394084,gga,263,23
51308401383,acf,123,140
51308418825,ace,24,106
51308419336,add,74,210
51308422570,bcb,255,122
51308431630,fgb,89,85
51308440053,gba,164,171
51308441688,dab,227,85
51308445702,faf,272,9
51308452856,dab,129,89
51308454201,bda,146,185
51308485687,ebb,159,89
51308498497,daf,282,73
51308503766,gab,288,275
51308520373,gfd,131,159
51308540761,cdg,274,46
51308578056,ccg,44,52
51308600287,bag,269,28
51308615714,ceb,120,64
51308631135,fec,43,217
51308631742,ade,116,242
51308644365,acb,291,265
51308658324,gbc,256,241
51308668018,ffd,171,116
51308676155,aee,194,283
51308691295,afc,242,155
51308750642,cbf,268,271
51308762433,gae,183,88
51308774804,fcg,69,51
51308783655,dcd,50,115
51308785854,cgc,162,246
51308816031,abg,92,141
51308830402,ecc,176,152
51308832247,eab,209,203
51308834442,efc,49,10
51308836098,gce,281,118
51308840268,gba,119,138
51308841841,afg,145,231
51308844530,def,129,21
51308856383,bcb,24,141
51308865348,cde,81,282
51308866783,bdf,87,166
51308881633,gdg,66,95
51308885480,dcb,40,227
51308889963,fcb,28,202
51308891941,eag,70,227
51308905580,gec,295,293
51308908622,ebf,146,207
51308924612,eea,271,233
51308931051,agf,66,142
51308931929,bgc,254,136
51308939200,gdd,240,163
51308990720,edd,182,202
51309001283,beb,107,178
51309031639,fce,130,162
51309064867,bga,291,258
51309067774,dea,16,63
51309083890,cgg,196,23
51309102705,gcf,36,230
51309108729,adb,266,42
51309113241,feb,98,148
51309118295,cce,103,7
51309126538,bgg,249,120
51309129922,bdf,176,147
51309137590,fdb,216,138
51309176085,dec,280,27
51309185333,gdf,291,293
51309189267,add,205,222
51309198823,ead,98,50
51309206801,cfc,184,147
51309220426,baf,109,149
51309229079,abg,174,125
51309250164,abd,97,145
51309253364,faf,107,9
51309253716,ggd,295,283
51309268836,afe,130,311
51309289920,fbg,260,164
51309295653,bfc,163,152
51309310036,fbc,277,69
51309337558,cac,49,19
51309377407,eaa,293,255
51309386085,eee,206,8
51309394085,gca,245,14
51309413397,acd,166,249
51309429769,efb,248,73
51309446358,bad,19,140
51309450296,gbe,106,328
51309456031,gbb,129,257
51309464543,egf,134,196
51309464567,cbg,126,129
51309472951,daa,208,271
51309473618,gbe,187,298
51309476834,fgg,47,11
51309478996,dda,59,265
51309489431,dbc,95,64
51309491694,gea,205,213
51309499199,adc,192,16
51309503303,ggf,77,141
51309512329,aag,272,199
51309516205,dad,19,182
51309553085,bdd,139,45
51309553120,cef,208,15
51309586533,aga,63,204
51309591402,gec,64,251
51309619679,fgd,286,217
51309625338,fbe,165,13
51309638654,bca,286,213
51309639115,def,146,24
51309654240,gaf,214,276
51309692720,cbd,227,136
51309710529,gcg,138,201
51309711653,gde,102,278
51309721005,agd,167,128
51309722233,dbg,82,15
51309725589,cfe,82,82
51309734394,aaa,187,163
51309747068,aab,61,225
51309753458,ecb,50,213
51309754854,cca,245,146
51309775069,fac,26,226
51309787607,gfg,13,261
51309793413,ega,175,218
51309798864,cae,203,309
51309823663,bbf,221,104
51309846097,gdc,56,200
51309849821,cgb,283,153
51309867648,agf,81,120
51309870839,gef,149,206
51309896689,cbc,18,294
51309902479,bgg,228,126
51309918517,ggg,138,276
51309925144,eec,55,366
51309927580,abf,13,5
51309944170,eef,127,142
51309948018,bdc,264,270
51309949177,acb,154,310
51309962514,dcg,6,228
51309967216,bbc,190,110
51309999241,dbd,244,164
51310016967,cbe,272,76
51310030111,ddg,259,74
51310068233,ceg,78,267
51310068714,cec,47,203
51310073853,aca,39,205
51310079599,fgc,108,41
51310086408,dga,164,86
51310087975,gfa,109,108
51310088752,ffc,19,129
51310098435,fee,149,25
51310116609,beg,195,57
51310146287,bba,295,231
51310188754,ceb,38,67
51310220713,aab,195,213
51310246496,gce,65,138
51310258737,gfe,127,165
51310265947,bde,74,28
51310278804,gbg,32,24
51310320955,gad,198,275
51310346787,fbd,49,128
51310349708,dag,178,291
51310361627,gfb,204,274
51310379523,cad,157,240
51310416755,bgc,260,160
51310434731,cfe,23,90
51310489206,feb,93,146
51310502072,ceg,265,224
51310503092,cba,251,282
51310507975,cae,285,358
51310510441,cdf,101,67
51310562313,ced,117,252
51310571516,def,218,27
51310582417,egf,295,158
51310583383,cbc,141,314
51310610433,eeg,170,197
51310616061,fcg,86,43
51310650526,cfa,33,303
51310661490,ebc,124,34
51310666739,eee,257,8
51310669953,dgb,208,72
51310672603,afa,218,30
51310680083,ffg,242,139
51310691917,dae,95,136
51310741402,ddf,81,256
51310756074,egb,241,101
51310763062,aef,195,260
51310767803,bec,24,226
51310773153,edb,211,72
51310779590,cgf,162,193
51310804970,ebg,275,54
51310824179,cbg,61,117
51310855175,gag,146,215
51310872790,cee,254,138
51310890194,adf,109,261
51310894991,abf,7,5
51310916208,cdc,79,261
51310928032,abg,16,130
51310934318,gce,274,125
51310963718,bgd,188,27
51310976124,fbb,213,53
51310989414,ebd,77,139
51310992107,dgc,161,38
51311014149,fag,175,249
51311018401,bef,158,271
51311027289,eee,3,8
51311036975,fca,246,105
51311044961,bab,279,221
51311059972,gcb,234,174
51311104140,eac,52,42
51311114865,bca,90,242
51311116745,ccb,65,257
51311130638,bbg,265,113
51311143929,gcf,271,197
51311149335,bcb,243,119
51311152406,gbb,204,262
51311155739,aac,114,144
51311175381,edg,113,138
51311213745,aca,52,243
51311228032,gfa,33,128
51311272395,edf,86,212
51311290744,dac,70,138
51311291517,cfg,48,178
51311318620,baf,116,153
51311352974,dcf,164,132
51311360380,ada,166,46
51311374773,edg,224,155
51311390583,fbc,274,66
51311408573,edd,148,216
51311419184,cec,87,215
51311454575,fcb,113,240
51311479373,cdb,40,25
51311480223,dgg,135,317
51311483010,acf,263,126
51311505551,bee,26,253
51311532467,egb,248,101
51311533887,aaa,266,177
51311539362,egd,263,65
51311550809,ceb,160,69
51311551180,gdc,24,212
51311574607,dcf,90,154
51311575517,gdf,107,237
51311600046,bfd,243,5
51311626225,cda,243,135
51311626263,aea,158,288
51311628904,bfb,139,41
51311643845,ggd,174,325
51311645850,cec,150,184
51311649901,gcd,107,284
51311685801,gaa,141,143
51311693715,abb,272,188
51311702845,gff,72,48
51311718792,eec,283,347
51311721048,dag,40,258
51311726589,gea,251,232
51311732943,eeg,223,202
51311761231,dce,273,72
51311770236,adc,33,16
51311774883,afg,102,249
51311775807,ddc,22,18
51311777079,dga,125,83
51311794894,dde,56,129
51311801238,bab,201,243
51311811179,ddc,177,16
51311816821,bef,279,311
51311836076,bcf,67,35
51311845619,aed,71,123
51311875038,dca,96,311
51311906421,cfd,33,79
51311909606,ded,274,268
51311935105,caa,149,31
51311947282,cdg,239,43
51311964748,fae,104,189
51311970398,cab,178,19
51311973973,eae,81,55
51311977139,ege,205,254
51311978001,ged,216,234
51311984943,cag,145,11
51311989051,edc,2,261
51311989831,fce,135,160
51312007100,fdd,86,205
51312026635,gbf,297,223
51312102062,adf,222,242
51312130741,efg,264,199
51312156875,bcg,9,52
51312157708,dde,290,139
51312181403,fcg,246,46
51312205845,fff,259,5
51312207577,cce,188,7
51312245813,ebf,13,167
51312275743,efe,13,38
51312280228,eab,14,180
51312289841,gfd,292,184
51312306681,dcd,242,95
51312315841,fad,195,238
51312359380,bdb,135,253
51312392565,dcc,198,146
51312417239,bgf,82,38
51312422743,ecg,255,323
51312431278,feb,207,170
51312439770,fbf,17,220
51312444628,fgb,271,92
51312458930,baa,88,153
51312466116,dfb,3,188
51312482674,bfg,200,12
51312497438,ggb,237,323
51312512432,aab,2,178
51312575057,fcc,13,28
51312582656,eeb,277,192
51312590869,ecd,228,35
51312601075,ggc,192,106
51312621817,cca,39,159
51312632236,dbc,92,70
51312638835,ffb,191,297
51312671000,afe,208,370
51312672976,bge,291,229
51312689740,feg,185,379
51312719398,gba,142,111
51312737881,fab,271,170
51312739497,ggf,104,150
51312764862,fed,242,17
51312773498,efg,190,218
51312777307,gag,94,245
51312797140,ede,7,150
51312815896,eba,115,63
51312820382,ega,293,237
51312829202,fbg,270,186
51312836082,dff,19,169
51312847606,gcb,124,160
51312851399,ffe,298,40
51312879667,aae,24,109
51312925987,gef,85,206
51312928830,egc,193,215
51312934967,cge,243,175
51312954303,dbb,95,187
51312958277,deb,183,204
51312965981,dee,158,114
51313017150,bae,196,145
51313026707,fbc,66,66
51313027054,bca,196,196
51313029788,fce,60,134
51313036619,fac,159,241
51313044778,aae,210,118
51313095855,fgf,22,39
51313098462,cgc,263,258
51313098973,efa,250,225
51313141280,dgf,88,26
51313149655,ecb,200,172
51313163499,bee,165,298
51313175217,cfc,22,148
51313182709,efb,16,80
51313221736,dgc,209,39
51313222856,eed,31,13
51313229989,ccc,235,170
51313232615,bdc,35,226
51313242430,afc,221,134
51313255969,dge,260,145
51313280843,bgf,233,33
51313295720,dfe,186,311
51313323256,aeb,228,205
51313342351,fda,210,185
51313343824,bff,171,203
51313370858,fbe,238,11
51313420488,dgd,269,232
51313442586,ecc,287,180
51313446702,gaa,174,144
51313474573,fgc,76,41
51313478164,bae,264,146
51313489257,dff,214,147
51313512171,eff,214,122
51313518919,aag,253,232
51313527245,fcf,288,184
51313566418,bcd,146,283
51313593105,afc,139,117
51313596611,bbc,196,115
51313631238,geb,232,156
51313632806,gcf,24,169
51313638675,bcc,87,144
51313654019,bac,281,104
51313661440,gbd,87,121
51313664218,cff,158,20
51313712442,fde,230,99
51313714407,agf,50,96
51313751089,ffe,227,33
51313780917,fdc,131,132
51313785030,bbb,278,200
51313795035,gge,90,117
51313839979,gfe,54,161
51313844044,ffb,65,302
51313850761,gfc,206,125
51313873330,fec,179,256
51313873399,dfe,195,311
51313888472,cag,217,12
51313917627,fcf,264,174
51313946109,fab,268,166
51313946564,dea,226,51
51314076146,bef,147,255
51314113395,bcf,271,41
51314113948,bbd,138,265
51314144943,fca,30,102
51314148676,dfg,16,272
51314149750,abc,59,184
51314193277,bdf,154,144
51314200718,aaf,155,117
51314228954,eab,191,205
51314255531,bde,24,32
51314260516,afd,247,82
51314270152,aef,194,226
51314287579,aga,265,212
51314293012,eea,284,274
51314311254,eca,281,143
51314328925,cbf,91,281
51314344669,add,31,226
51314349171,gfe,21,180
51314354774,egd,69,74
51314363497,abe,255,183
51314365045,adg,59,12
51314376432,cag,295,12
51314389952,ddc,66,13
51314395815,eab,188,174
51314412564,age,197,182
51314420468,aad,62,365
51314423780,dfc,15,93
51314430169,gec,12,248
51314464144,gcf,205,152
51314466919,cfb,94,106
51314488620,bbf,97,93
51314507924,efc,248,10
51314508913,fdg,266,152
51314515638,bea,61,28
51314517488,cab,257,20
51314518345,dfa,256,36
51314533406,abg,172,136
51314536592,dbb,137,203
51314539308,cfe,102,79
51314539877,aec,33,46
51314544831,eaf,126,254
51314551480,fbc,222,62
51314581241,cff,91,17
51314591245,cda,108,110
51314592092,ddc,217,12
51314592182,fge,84,218
51314595989,ccb,77,274
51314605176,gac,290,228
51314612010,ecc,89,174
51314629259,agg,230,55
51314647924,bad,206,127
51314657749,gbc,136,224
51314679820,cdd,68,121
51314682228,ece,81,138
51314703011,ggf,33,121
51314748179,baa,114,146
51314752137,feg,123,428
51314772010,egd,132,74
51314777031,eca,151,115
51314811189,dgd,262,243
51314817908,bab,244,272
51314835670,acc,120,32
51314846365,dba,134,216
51314871914,ggd,40,386
51314872344,fcd,191,171
51314912631,egg,183,209
51314928160,cef,180,14
51314943385,bfg,152,11
51314966476,eca,54,129
51314966491,aad,117,375
51314993631,aee,69,297
51315013834,cbb,172,71
51315020621,abg,285,118
51315024926,caf,158,230
51315038287,dag,271,258
51315049336,eaf,186,248
51315062980,aef,275,198
51315077368,ddb,102,102
51315082335,cgg,289,20
51315095054,cbe,13,79
51315106885,dec,165,24
51315108613,agb,251,98
51315127960,gca,291,12
51315135816,bbf,168,75
51315213502,fdf,179,225
51315229803,afa,228,34
51315280045,dbe,20,34
51315282624,ccd,198,221
51315296510,adc,115,14
51315296592,deg,74,155
51315306453,bag,111,31
51315326510,cde,74,329
51315350997,cec,52,180
51315354585,gdg,122,92
51315360482,bge,251,263
51315360490,afd,104,73
51315378364,gcg,220,198
51315390683,dae,209,159
51315423371,edb,78,79
51315436780,ddb,134,87
51315455802,gcc,185,112
51315456100,dec,242,23
51315461951,ebe,28,49
51315481254,eeg,21,214
51315481555,geg,273,106
51315488948,aab,182,204
51315505739,acd,176,253
51315506317,adb,85,38
51315525080,bbe,29,76
51315529260,bgb,236,68
51315529370,eca,213,132
51315543442,bca,82,221
51315559490,bbb,50,168
51315588032,ecc,16,168
51315609892,agc,132,159
51315631825,acg,162,303
51315636450,fea,233,161
51315653280,bcd,250,331
51315658002,fef,161,324
51315668866,efd,258,268
51315669713,efa,135,193
51315672661,bdg,133,204
51315676813,dde,147,144
51315701430,age,105,165
51315788214,cgd,103,116
51315820788,gcf,192,133
51315821057,acb,107,319
51315857066,bea,34,27
51315897806,gfa,180,138
51315922597,bfa,164,289
51315941377,bce,140,157
51315956762,gdb,258,83
51315964111,bda,166,157
51315965155,ddd,60,81
51315965503,bca,286,207
51315976722,ecf,262,15
51315978858,abc,157,182
51315981056,bgd,36,23
51315984343,fef,8,298
51315993115,ffc,18,127
51316007913,egb,265,116
51316008872,aec,37,53
51316011845,aaf,167,113
51316015241,fdd,199,170
51316023069,aeg,45,146
51316037819,faa,151,89
51316093609,daf,9,82
51316095750,gae,193,95
51316096233,fga,232,184
51316111376,dbf,49,48
51316133508,cdc,70,221
51316169019,fag,190,211
51316171661,abe,54,188
51316175393,efd,180,259
51316187043,dge,57,156
51316285026,eaa,25,244
51316291795,abg,269,116
51316293112,gee,37,286
51316308304,afb,279,186
51316350656,bfe,140,144
51316362087,cgc,254,214
51316366207,fee,224,29
51316372684,cgb,41,133
51316389306,feg,233,355
51316395419,gef,186,187
51316395644,fgb,263,75
51316396437,aff,118,40
51316411248,gde,29,314
51316440709,bbd,104,286
51316451773,edb,55,64
51316455914,fdb,187,140
51316458086,fba,150,183
51316462194,bdc,19,239
51316462669,beg,132,55
51316480491,cea,79,56
51316482391,edb,268,60
51316493152,cdg,236,44
51316517496,fdb,293,124
51316530443,eda,238,201
51316550671,fgf,288,31
51316553750,ebb,143,87
51316573043,ggd,165,459
51316588390,ecf,182,14
51316591128,bdc,6,243
51316607910,deb,243,201
51316618368,abb,97,156
51316623774,ccg,141,42
51316640479,dbd,93,191
51316643993,ccf,134,17
51316655692,bea,289,29
51316665556,fbd,226,121
51316669518,dcb,53,233
51316692093,fgg,62,9
51316696859,gaf,82,320
51316698551,dfe,176,329
51316698862,eea,283,304
51316710818,bec,165,230
51316712796,aca,70,211
51316717681,dda,205,222
51316724922,edf,33,233
51316738966,bbc,22,119
51316753909,eba,98,54
51316780779,agd,99,151
51316835854,gcg,87,174
51316903531,adb,167,37
51316903879,fgb,43,70
51316939734,dgd,33,225
51316942166,bed,45,41
51316944952,gdd,90,145
51316947912,cgc,48,254
51316992709,gff,166,57
51317007129,fce,17,154
51317007419,dfd,179,265
51317012151,gef,70,203
51317012403,aba,71,72
51317029225,eag,299,199
51317063921,eae,161,45
51317069164,cbd,287,144
51317075714,bgf,280,37
51317091653,cga,117,116
51317095701,beb,144,179
51317134979,acf,204,131
51317140721,bcb,296,117
51317141100,gab,229,308
51317155345,gda,229,213
51317194468,eeb,205,226
51317198258,eab,96,160
51317202995,cba,29,250
51317237167,gee,168,248
51317239406,bdd,5,36
51317276538,ade,216,215
51317313556,ace,21,102
51317317542,dag,28,216
51317332734,dfd,197,249
51317334384,gce,272,133
51317358478,acf,221,125
51317397856,dbc,38,76
51317405031,ffa,135,84
51317418501,cee,170,122
51317448452,abd,282,153
51317451867,ffd,271,103
51317456782,egf,260,131
51317467253,bab,218,288
51317479640,efg,240,228
51317497862,ddb,133,89
51317523198,aag,108,241
51317528658,fbe,248,11
51317532782,gfe,64,187
51317547885,egd,150,62
51317562177,gcg,92,189
51317563611,fba,147,177
51317565683,bcg,259,46
51317573404,gbb,228,209
51317576257,fbe,41,9
51317604037,cbc,285,276
51317608141,dea,118,47
51317609349,edc,48,221
51317615954,bgc,290,136
51317621010,cbg,187,132
51317624157,bge,105,312
51317689169,bbb,265,151
51317707548,aeb,272,239
51317710078,ccb,253,263
51317736764,gba,207,132
51317764465,fee,275,31
51317793844,fag,204,198
51317807090,deb,30,162
51317814258,bdc,235,286
51317855072,ecb,299,153
51317867595,eec,94,395
51317869363,bed,39,42
51317869386,dab,62,96
51317872723,agf,18,104
51317891177,dff,90,151
51317893567,ebc,105,37
51317895229,fcf,125,193
51317900095,fgg,89,7
51317902001,edg,96,153
51317902829,gcg,192,154
51317926842,ggg,84,262
51317941543,egc,295,189
